id_md5,click_id,has_click,user_id
9485950752a03d68152a65e34243aa17,CLK_000170,1,U_88809
2216b394bc77ceebf71068e318ce0ef0,CLK_000171,1,U_179418
ed58574783fb3581168d401df52793d6,CLK_000172,1,U_199200
424904457e8ea9ca7a9041f43f223e40,CLK_000173,1,U_435885
726ac337606bdbc60f3b9e901b28f400,CLK_000174,1,U_360833
1c9eeb71414d1c4c28eacb6098e9f67e,CLK_000175,1,U_100645
652aa48667193d7cc57cdc678d844151,CLK_000176,1,U_459499
a8ac51449d0332c2a431c7da9451bfd1,CLK_000177,1,U_246157
7e1d7bb2579c792f7c9356e93f8630b0,CLK_000178,1,U_261007
38e65759fafd393182bcd88c2f03534d,CLK_000179,1,U_300528
f1fe1d64e3e48c8d22a56b0d345cc73e,CLK_000180,1,U_156776
e386a2465e7f338f1410f89ee76b6808,CLK_000181,1,U_146488
67cdb2a7ed636cb6d7656101c6d8ce2a,CLK_000182,1,U_233753
a04ad725c84b6b72e09f70a2e46e115d,CLK_000183,1,U_198871
79a49897421c03d643e8a45db06c5ffc,CLK_000184,1,U_333212
9eb4e0ef676a47be40109eb8eb9989bb,CLK_000185,1,U_332675
04e503a2038f8248b41101c4ec75c21e,CLK_000186,1,U_07258
dd13176f1516c9cf63894092818f8a2c,CLK_000187,1,U_210878
035075214c4e7b63fa9259534b1cc45a,CLK_000188,1,U_00957
6f49bb73b0f6166cd2f95d5e8f8c56a7,CLK_000189,1,U_354293
692ea4c616a7769ece1105f2e6f4141a,CLK_000190,1,U_459208
2aeb5196085654e4b020f7de88db7f1f,CLK_000191,1,U_416645
75c6bab93b226af89f942e807f90102d,CLK_000192,1,U_44068
87236c8ddb31d216923e21811e654b00,CLK_000193,1,U_385182
83e8ecc9fe98ba2476cb97fa6925f981,CLK_000194,1,U_108034
5884e51a50f49521ca36fb1f09a0e728,CLK_000195,1,U_184934
f8da2c874279380ad150f7e5169af306,CLK_000196,1,U_270979
154712bc5387a64236f4cd65352d7820,CLK_000197,1,U_159267
e25e519c2123ac805f30d20d18d8953e,CLK_000198,1,U_323515
421290d9fee8cdd5f01d3b37c1252194,CLK_000199,1,U_222227
85e958086cd4f80eabd47d701fc9f167,CLK_000200,1,U_163412
9ba467ea06ebf1932dfb0f5489f10d10,CLK_000201,1,U_417301
5a677efb0f32139d2eb5db5656fe3831,CLK_000202,1,U_336992
d269dea5f7fde01fdb47c1ce437169ae,CLK_000203,1,U_360310
76de82d4a57e12941cb9ee61c4bf782e,CLK_000204,1,U_181643
16353014590fcda69685a1655c334537,CLK_000205,1,U_52010
ba3598cbaba697a094fbf592be67231d,CLK_000206,1,U_219772
9ab429a7b8dab9f673b887b21a4b782a,CLK_000207,1,U_257107
beb4261176bfa16df130f1027262fd13,CLK_000208,1,U_379502
dcc03065e621b20cdee73d039bbad11b,CLK_000209,1,U_436817
a036fcbc6ec87d29b57a977816c9a39d,CLK_000210,1,U_119065
a160de160db8555af3b4b4193de35778,CLK_000211,1,U_470682
5aa1965957fe29cd1d965fccde6afbf6,CLK_000212,1,U_61098
9e709d78ec52aa4ecc19b1cb7a775a91,CLK_000213,1,U_336408
f16f8c521242652840940e7c811c5d40,CLK_000214,1,U_102817
f6fa93dbc662aa7b1071ef001b204753,CLK_000215,1,U_198676
46aa2ff5342860233d766acf9c4d7635,CLK_000216,1,U_398757
4ddf83525b7e02640ebc46cfb433e7cd,CLK_000217,1,U_320859
a5145a617d295886bc1834691dcfc72f,CLK_000218,1,U_51344
f9648bbfa61e7aa1914b4c20989f2707,CLK_000219,1,U_420372
76dbc0d54bce59f63bff185a866e486c,CLK_000220,1,U_318836
67f037052124cefffb8a4acd57311f7f,CLK_000221,1,U_145367
3a38383f404a7164fa1a30ce5f4b9c00,CLK_000222,1,U_454925
096ac96a31b0b409e8809c4dca504c4f,CLK_000223,1,U_475958
30311a33b36e539140f897dd7cbc76cd,CLK_000224,1,U_171386
a70f92dfe1f6464e18095f73b6acbfd6,CLK_000225,1,U_74258
6efc2be0fb7d537584ee1c7b473221b8,CLK_000226,1,U_162692
80c941fd61dc2a285b04ee827fff5d29,CLK_000227,1,U_318205
65c812bef396a6795ef94da2a02a1342,CLK_000228,1,U_351056
007eaa4bb31f087b019a32605f350d16,CLK_000229,1,U_246967
6aea3b984762f59667775b9ef968025f,CLK_000230,1,U_449375
8301f2dd9cc0ff9dcff72e476052869c,CLK_000231,1,U_366133
fa2c4100a2a8efb38e73d63dbdfe5d69,CLK_000232,1,U_296590
e8618febc5811a31c8b6c8d4ec503c74,CLK_000233,1,U_164630
61b4ad562d5bf348dbd5e19ad9227fc0,CLK_000234,1,U_240107
5d0cddb0bac0ba5ce33fa37c35c8c766,CLK_000235,1,U_165851
de9a9696936284ce1e59e1d523203d48,CLK_000236,1,U_417132
059b2620b95612a6d01c740edddf801b,CLK_000237,1,U_219669
4a3f73aa6204574ecb2c0907740b4e3a,CLK_000238,1,U_63253
1fe3827979c642895f84c3890d1f7b8b,CLK_000239,1,U_338461
9a263b795e806a31913e0ce1e5d412a5,CLK_000240,1,U_58137
e7a25a026a0e5a64d53426a10bc1d1cc,CLK_000241,1,U_450433
f6282ebbf2e009a84524e346cb21fb4c,CLK_000242,1,U_496554
c7418e843ed28fbbbfb3a02ae536c9a5,CLK_000243,1,U_166265
bb8b780eabf70ea5f490eac5be738c19,CLK_000244,1,U_95931
2d304aee1342e88e02bef7db5f6d8247,CLK_000245,1,U_349046
63632a56d7caf403962e8c413733f9f4,CLK_000246,1,U_212922
6735d687a3d0fbbdfc2e16c9b10f5203,CLK_000247,1,U_427038
577d58d3c66cb1363833f270bf1d8e01,CLK_000248,1,U_18077
dbb260186ae1d25e695acd51361d28a1,CLK_000249,1,U_347492
cafbc3d1ed02438953e14a50febcaac6,CLK_000250,1,U_439806
e8e2a309f6121728c55fa475e431fe1b,CLK_000251,1,U_247682
3fde8c97668f6bcf07c2e13278d159ed,CLK_000252,1,U_131218
83bc44feb6b7a1c08e7514a1de224612,CLK_000253,1,U_299944
e7b9ade3b4b2de5ecfd59c9763adeb14,CLK_000254,1,U_287263
b09cef804cab6b819501c211877c5098,CLK_000255,1,U_79503
93146c7ca14f204d36607818dfb242f6,CLK_000256,1,U_201321
3a052c96b52c68c220f98533f0d435d9,CLK_000257,1,U_142783
789a6a0789c1616ce1a684686ba07ec4,CLK_000258,1,U_154275
b38993a75ee71738fe7a8fae1c9c2e17,CLK_000259,1,U_109979
c6b3f3033f999ad3a59576688cfb15cf,CLK_000260,1,U_263621
bcb4e8c20fe2f19ae90f1a70a82e99dd,CLK_000261,1,U_49825
6f2623c9e74780efb03412efdbb621a6,CLK_000262,1,U_341837
ce6743a359a9ca4beb77c373081b3ffd,CLK_000263,1,U_136179
e12f4280bc194749887027d2ce493aac,CLK_000264,1,U_31802
5de7f0e96eb07fdfcce2efe41bc0130c,CLK_000265,1,U_355256
a021a1a887727a19c6dd45a502d518ce,CLK_000266,1,U_153908
16231365429e10248ba838cea7a74062,CLK_000267,1,U_321278
fca212d86c522e79f941f6605518a9bb,CLK_000268,1,U_141650
f3a8e10c27f816256808fa7baa3062d5,CLK_000269,1,U_385872
997e0e400216065e8f8ced8a273617d1,CLK_000270,1,U_11448
f116351e0b207d6f94e73a5a378680c0,CLK_000271,1,U_412983
826c237479ad468d907a879324c1705c,CLK_000272,1,U_459116
08ed7763207c945339bc21906dcce33f,CLK_000273,1,U_26713
a38092698f424eaae4a8d166489d6706,CLK_000274,1,U_304386
0172298b3b5a7dbfa872876e3d781acb,CLK_000275,1,U_278668
91e204cf44525d0f2bcd1f323a43aeac,CLK_000276,1,U_316603
7726a19a235dc6ca2ea413b75586dd23,CLK_000277,1,U_87098
844470f9f8ad031bae3e9d1271617514,CLK_000278,1,U_418413
db5dd7fe204a57cfcef0a3e04166e031,CLK_000279,1,U_65058
93b471884cf97475eac99b34fdeaf293,CLK_000280,1,U_459885
db2dedb286de0e4b540d1b4896988701,CLK_000281,1,U_136713
f1d70e93d0823a455cc1d66b0ba8a0e1,CLK_000282,1,U_164987
d1883779c75d4030d54409ff0fec77d1,CLK_000283,1,U_27507
9b4ba1152e1552fef1935986a6c0a1ef,CLK_000284,1,U_424636
e7d1a1fe90a9fa652d457ed5a989a1c4,CLK_000285,1,U_41072
3bda4a373643875f188454fd9588be0e,CLK_000286,1,U_70043
ea44e4b87867c5746e5ff9669965d3d7,CLK_000287,1,U_71003
af1174f82618e5b0bbe99c328070054d,CLK_000288,1,U_147752
44263eff858fd7d519efd8b42f439a3a,CLK_000289,1,U_269296
d9dc164d3f7c9f0056fcee9a9a6f9806,CLK_000290,1,U_362199
d0e865a1d4b09b1f7463ff49b6feab72,CLK_000291,1,U_224157
bcadbf1919ad41a14c292464b3648712,CLK_000292,1,U_30221
d6c0db149c126dcf6796fb8d25463fe5,CLK_000293,1,U_213593
fd574f908b2705e2cafad65620c949e2,CLK_000294,1,U_157530
65b9909e8e35d0e8a2a64dca15ea66cc,CLK_000295,1,U_290750
b0a82ba8071fad458582e46decccceaa,CLK_000296,1,U_354696
0560f4a30298ba581aa9026b1d246786,CLK_000297,1,U_394766
74e7fa37b3ed07add0c0113048f0b8f5,CLK_000298,1,U_484756
2542a07788275faa37280231df32e2d0,CLK_000299,1,U_265171
b1af324957296ace065b12038ac31e0b,CLK_000300,1,U_191861
c815aaaa4e26f691639603091af597b2,CLK_000301,1,U_462634
0094d16b28a59ccef959e6167a0de657,CLK_000302,1,U_98911
fb226ee9f9cbd8d6d65f83ec259d8fca,CLK_000303,1,U_10929
cdfa51f8d48626bf4b08d8fec6c912d1,CLK_000304,1,U_318717
0608b4d5cad011010e801460f1d3d0d2,CLK_000305,1,U_191698
39c41a63e3e3631a2b9809a3913498a5,CLK_000306,1,U_105724
c7dfbb2cb9276eaccb1b4629c5520955,CLK_000307,1,U_111863
81df55c4367180c3241f42b1cc5558d3,CLK_000308,1,U_399685
26d90204c9cfcb1f94b534f56b6c1b64,CLK_000309,1,U_162058
2296af8132fd38e3a9e658e863a75964,CLK_000310,1,U_468159
41d47054c48001124b9e41efb9fd5c44,CLK_000311,1,U_413308
12124833c830fe96432332b9a49ba086,CLK_000312,1,U_205674
9450cea8177b14dd6ba6e249db423d1d,CLK_000313,1,U_84405
fe5f733c077911cce5aa174afc7f7d2a,CLK_000314,1,U_273414
1fc735d7f0aa522208bfabb57581a714,CLK_000315,1,U_338772
32500506fa3f78e596aef63fa717f81d,CLK_000316,1,U_446912
d3c50977c94d8bdd71cdc2c3a42f48d4,CLK_000317,1,U_19451
0010ddd42f419fc91312737df20ddd52,CLK_000318,1,U_445770
e9e2220d87e353fc545beb0dde76fcf3,CLK_000319,1,U_468067
bb9f0d22d271b1a62959c7d0de553292,CLK_000320,1,U_243515
bd6a404e27785a0a9e1aa3270d97dbd1,CLK_000321,1,U_116413
fdbaad1aaf75ef66c9c8a8c13b9670d8,CLK_000322,1,U_411047
7f59ce072783e11888b21d0e89679dc2,CLK_000323,1,U_361510
36cfc90f850bb146985ffcc5e9ad5522,CLK_000324,1,U_42846
536c7409aea291c7f28ae75e078d809e,CLK_000325,1,U_49473
feb6f7c956c3dda235fba527c3abdc7e,CLK_000326,1,U_195043
686f5999f22b6b3ea1ed2e63bcea4534,CLK_000327,1,U_163906
0b7117203ff2a37c34fb10a706912417,CLK_000328,1,U_08857
a5cbef383d3adf6e2266bdefa1aa1f59,CLK_000329,1,U_137968
5f4fbfeb9d848da9cc450c3b784c3e34,CLK_000330,1,U_254598
6f19475e331cca4dc4f685ef49364d09,CLK_000331,1,U_148227
c48bb59d903559aa1e8c75c0d6a4a33e,CLK_000332,1,U_450308
5cdc3a16b9f44b323ea384da1d0a899e,CLK_000333,1,U_245187
0a663298fc6e67311e54192448dcc715,CLK_000334,1,U_98867
34d2b1a78a31bd597d85d5b642c28838,CLK_000335,1,U_143543
1b70057c51b2e665a47d607fcd659fac,CLK_000336,1,U_152591
cc91112078bee8619c7f4e73995af8b3,CLK_000337,1,U_72585
0ae83a4e47d1d901edbfa0d6d729c82c,CLK_000338,1,U_434058
df07eed9ebfc7d125e39e02b2238eb9c,CLK_000339,1,U_93125
56c6bb85e10b5cd4b200481de6265828,CLK_000340,1,U_187356
e40d29cc7e838c5fb0240dec57453566,CLK_000341,1,U_359370
e51a074cd6fd0886509dc09a29ea9e53,CLK_000342,1,U_148630
40a89a1a40d419169a6d478a77d38eb2,CLK_000343,1,U_38795
603e9cd1f4c7852d091504af64fbfb41,CLK_000344,1,U_490432
ca65d27414906bea23d078d14b820d59,CLK_000345,1,U_338687
72a83f4c5ead576f706d8f460a640ccf,CLK_000346,1,U_95947
79d91e5d85ef119ecdc564b0d788bb57,CLK_000347,1,U_50934
ab99069a94b48397ee21d0e4527f74b8,CLK_000348,1,U_395929
611d1eb6c2ee26538c39c838dbe5844c,CLK_000349,1,U_285856
c3ae2db36c05a7ebe1af1cdb9b08e967,CLK_000350,1,U_255575
bd749de459696a48dc032ac677548f1c,CLK_000351,1,U_298122
055e66950c30ad7acb97e26754e4019b,CLK_000352,1,U_131109
012a7a3c18d4ad09e598d87a7703c05d,CLK_000353,1,U_65168
a3e71b25cc789bdb5e9aa0a42f705afe,CLK_000354,1,U_400537
20926776ab78ca3112b4eeda2627c7b7,CLK_000355,1,U_37502
62a66bd15a4805dd58cdf4a785474fc9,CLK_000356,1,U_247044
f76fb4f11ccccb60e71db8f1f1de7a72,CLK_000357,1,U_406041
6b246468203832ac283208b495aec3c4,CLK_000358,1,U_122683
1a1c4652de30e3f02d02c8a60942e787,CLK_000359,1,U_401104
ff5d8e65665b9a8bdf92230f148fed40,CLK_000360,1,U_360827
1b2f0c96def7c70d474a7dd354908dfc,CLK_000361,1,U_176595
664fc598cfef7e04a064309fb3d95490,CLK_000362,1,U_43720
7eb5775080f8d2ef5181776f71400d7b,CLK_000363,1,U_449597
5b5b096a3c1bd38baa77a1e0ea3be1c6,CLK_000364,1,U_10123
45da838f3a24d2f89ae729dfbe73dd2e,CLK_000365,1,U_446807
022baeeea8158577dfc33917c39000b9,CLK_000366,1,U_190801
8fedc0a746f585fd10c37aa7b80486b6,CLK_000367,1,U_493129
7e953b9dca57120f7fb5464784309388,CLK_000368,1,U_154361
f574e1a74504ca7bbd467074cae27cad,CLK_000369,1,U_118482
5af5e0973855c43e71ab5c6cdb2a1145,CLK_000370,1,U_442890
67e1fa24b1c7b8c50f039d37e778878b,CLK_000371,1,U_249552
4d6dfdbaeac5756ba07fc579d4a8538b,CLK_000372,1,U_167417
48ce632030d072c773cc41f9b6676969,CLK_000373,1,U_21592
f3325d4d46e97e5ecf23362d3cacf005,CLK_000374,1,U_324124
2b06b7714cc90e7adfb9069dff9b8ed3,CLK_000375,1,U_138659
6293a54cc225a6d191570d3220dbc0f3,CLK_000376,1,U_397356
b781bdcc95d38cc3ec8e8832d97e4bce,CLK_000377,1,U_281892
653c62c3ca305798f32c30d175964a2d,CLK_000378,1,U_34760
0d585d5ccda548ff680e3aa7742e8493,CLK_000379,1,U_51545
211d5d67b4db1ca7132c23e0c35413cf,CLK_000380,1,U_497592
2eec09c9a8277207f1aa0516e14d9466,CLK_000381,1,U_480444
74515c154f85ee9efdd901aab407275f,CLK_000382,1,U_11083
5c81e5189d8dec0dc9fc5b0f7c9dac92,CLK_000383,1,U_105263
5c87454707f3f959f4c1e1c8de5d72b5,CLK_000384,1,U_120034
50fdaeb33025b739a6323193292c9af0,CLK_000385,1,U_149110
771c06a377dc8d2486ef6a30de3d00cd,CLK_000386,1,U_251533
